Answers,Labels
@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,positive
@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh,negative
@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!,negative
@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home,negative
@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.,negative
@united costumer service sucks! Waiting for a week for a response,negative
"@united Is there a way to get  a copy of Feb's edition of Hemisphere
magazine with out flying?",neutral
@united I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see.,negative
"@united I normally ask people to put on headphones...but not toddlers. Maybe planes should have a ""kid"" section (near the back) ;)",neutral
@united of course I need help.  I've been DMing you ladies and gents all day. Your only solution is hope for the best and LAX.,negative
@united Confirmation number: NJV4BP - All I need is email confirmation of flight from NYC - SFO Feb 4,neutral
@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards,neutral
@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ,positive
@united thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!,neutral
"@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",negative
"@united you better hold my flight to Tucson #5237, just landed in Houston after an hour delay for some minor computer problem",negative
Thx! Stand by! “@united: @rajuchinthala I know it's frustrating and I do appreciate your patience while we try to get you on your way. ^JH”,neutral
"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?",neutral
"@united dropped off a luggage at IAD over 2 months ago for repair from damages haven't heard anything about it since, when do I get it back?",negative
@united that's what I thought! Thanks for the clarification!,neutral
@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!,negative
"@united + UA has been rolling out improvements too, we think. Hoping they'll catch up soon? Meantime, ANA is our preference!",neutral
"@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service",positive
@united Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant.,negative
@united i need my confirmation number! Can you give it to me?,neutral
"@united + besides, no small degree of self-interest. We take that route several times a year &amp; would hate to be in that situation.",negative
.@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.,negative
"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies.""",positive
@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!,positive
@united I appreciate the follow up.,positive
@united + that's the gist of what the flight attendant told her.,negative
@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +,negative
"@united +what took me aback was the response by the flight attendant, who put the responsibility squarely back on passenger's shoulders. +",negative
@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.,negative
@united sat at airport for 5 hrs still sitting at gate..  Sigh,negative
@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.,neutral
@united Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY!,negative
"@united's first-class #cockup
http://t.co/oh7CFv7DHR",negative
@united all day travel. #swag #ijustwanttosleep,neutral
@united Thank you for the new Club at O'Hare. Very comfortable. You made the difficult weather days proficient and enjoyable.,positive
@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15,neutral
@united did not let me get on the IAH-HNL direct. Now weather delay for my SFO leg. Stop being reactive and be proactive!,negative
"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO",negative
@united why am i mot getting my refund?,negative
.@united nothing apparently. I've flown w/ you 4 times in last 3 weeks and 3 of those experiences (incl today) were clusterfucks.,negative
@united didn't get her name. She was not in our group. She was sitting behind us. Think it was window seat #40? We only overheard...,negative
@united You know what the United Club needs? Power. MOAR power. Insufficient outlets for the #RoadWarrior (ORD),negative
@united THRILLED to have my carry-on checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last...,negative
@united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business #EmployeeRelations,negative
"@United - Ridiculous to fly outdated 757s anywhere much less btwn IAH and SFO. No power ports, no  Wifi, no personal entertainment. TORTURE",negative
@united last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew #unfriendlyskies,negative
"@united Broken entertainment system on my 8 hour NYC flight, terrible cabin crew service and online complaint form won't work #hopeless",negative
@united how much does it cost to check in an additional bag? Traveling from newark to glasgow. Thank you :),neutral
.@united call my work and tell them it's your fault I'm Late Flight,negative
"@united New Apple crâpe, amazing! Live from UA1207. Really nice crew too.  #AmericanAir has biscuits, UA needs them 2 http://t.co/gZ9GqDT7Jj",positive
@united clicked on the link and got this? #confused http://t.co/xMAQcucWZl,neutral
"@United is officially the worst, most delayed, and least helpful airline I have ever had the misfortune of flying on",negative
@united i have items of sentimental value that I'm heartbroken are missing,negative
@united even though technically after I land I will be silver?,neutral
@united still waiting for a reply,negative
@united please see a flight attendant for what? Why isn't there enough room for over head bags? I carry on to save time!!!,negative
"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united",negative
@united I tried 2 DM it would not go thru... not sure why,negative
"@united, link to current status of flights/airports? Fly BWI-EWR-MCO this morning yet can't yet tell what any problems are except see snow.",negative
@united I like delays less than you because I'm the one on the plane. Connect me with a voucher,negative
"@united and don't hope for me having a nicer flight some other time, try to do things right. You sold me those tickets with that connetion",negative
"@united the we got into the gate at IAH on time and have given our seats and closed the flight. If you know people is arriving, have to wait",negative
@united yes. We waited in line for almost an hour to do so. Some passengers just left not wanting to wait past 1am.,negative
@SouthwestAir still waiting. Just hit one hour.,negative
@SouthwestAir although I'm not happy you Cancelled Flighted my flight home tomorrow (phx to atl then dca) I am happy on how easy it was to rebook,negative
@SouthwestAir Hello - been on hold for extremely long time. Have confirmation # &amp; can't get boarding pass. Have tried numerous times!!,negative
"@SouthwestAir I'm teaching new #travelers how to research, #budget &amp; #save for a trip today! http://t.co/Qll48r57ep",neutral
@SouthwestAir Very frustrated for the loooooong wait time to speak to a live person!!! Cannot get boarding pass for flight tomorrow!!,negative
@SouthwestAir still no update text #2053 &amp; still no response to email fr1/5/2015 SR #256746438028. Feel like yr losing customer service/care,negative
@SouthwestAir your agents were the ones who were rude and unhelpful and prompted my initial tweet. This is so easy to fix.,negative
@SouthwestAir my wife had been in group A in prev. flight but got bumped for some reason.  Alone with two kids. At least put her in group A,negative
@SouthwestAir my flight was delayed 4 hrs. I'm 5 months pregnant &amp; supposed to be caring for my mom whose in surgery now. Very upset.,negative
@SouthwestAir thank you so much completely made things right!,positive
@SouthwestAir love them! Always get the best deals!,positive
@SouthwestAir can you follow me so I can send you the info?,neutral
@SouthwestAir Been on hold 34 min so far trying to book seat for my infant. Price increased $42 in meantime. What do I do?,negative
@SouthwestAir once again on Glassdoor's Best Places To Work snagging # 15 overall #notsurprising #LUVthem,neutral
@SouthwestAir poor performance all around! Paid for Express checkin weeks ago and can't even leverage it #bullshit,negative
@SouthwestAir thx. Make it right. Help Meagan Fouty Brancato fl#2771 dfw gate 4 preboard w/kids - b4 group A please. Please.,positive
@SouthwestAir can you update me on the emergency landing in Jacksonville right now? #parentsonboard,neutral
@SouthwestAir I have been on hold for over 28 minutes  please help http://t.co/Fx9BIJlxAt,neutral
@SouthwestAir can y'all develop Ding for a chrome/Firefox browser extension? That would be swell,neutral
@SouthwestAir can take u to Midway-Chicago March 8th-April 6th. Can't make it then? @AmericanAir can get u to @fly2ohare year round. #FlyPBI,neutral
@SouthwestAir Logically you would think you check all that before you have people board. I could've drove home in the time I've been waiting,negative
@SouthwestAir  thanks Southwest for saving our trip. my sweetheart isn't going to miss seeing #AltonBrownLive thanks to y'all! #SOhappy,positive
@SouthwestAir can you have someone call me back? I have been on hold two times today for over 20 min and still haven't gotten through,negative
@SouthwestAir did you know that suicide is the second leading cause of death among teens 10-24,neutral
"@SouthwestAir never mind, I moved my flight to tomorrow. Thanks for the help!",positive
.@SouthwestAir she needs a wheelchair at the gate for sure. What options does she have?,neutral
@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!,positive
"@SouthwestAir has grounded 2 flights b/c of equipment problems &amp; been rude to my wife, traveling alone w/our 2 young kids.  never again.",negative
@SouthwestAir Do you promise to not unfollow me? 😉,neutral
@SouthwestAir Just DMed you my confirmation number.,neutral
@SouthwestAir oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned. 😡😡😡😡😤😤😤,negative
@SouthwestAir weather bc of system outage. Hopefully everything goes smoothly now. Thank you for follow up,positive
@SouthwestAir belt issues. Been a rough day for them. Worst part is traveling with 9 month old and having to wait outside in 85 degree,negative
"@SouthwestAir oh, is it only in Atlanta?",neutral
@SouthwestAir they were moved to the 210pm flight #4649. Main concern now is luggage arriving with them. They were told that SW was having,negative
@SouthwestAir  I USED to always fly Southwest.,positive
@SouthwestAir  got my bags 35 hours Late Flightr and an offer of $50 to go pick them up. Taxi costs $65 one way. Spent $200 for the inconvenience.,negative
@SouthwestAir thx but I'll be expecting a credit for this leg.,negative
"@SouthwestAir sure, please follow me so I can do so?",neutral
"@SouthwestAir  appreciate y'all getting the gate issue figured GRR. Plenty open gates, yet we sit and wait on tarmac",negative
@SouthwestAir sent!,neutral
@SouthwestAir 20 minutes on hold waiting is ridiculous......,negative
@SouthwestAir have u seen any of the messages the past hour ?,negative
@SouthwestAir I'm following now,neutral
"@SouthwestAir  THANK YOU for your awesome flights. Sweetheart got screwed on @FlyFrontier, managed to scramble and get a SW plane today. !!!",positive
@SouthwestAir Thanks so much!,positive
@SouthwestAir round-trip tickets just arrived for our auction at the Post-Masters Invitational! Thanks Southwest! http://t.co/mRfBjtePef,positive
@SouthwestAir went to purchase a flight that I began processing not even 4 minutes earlier and the points had gone up - any help?,negative
@SouthwestAir I'm so upset that my luggage was damaged and the rude employee at the Laguardia airport didn't help!,negative
@SouthwestAir tv stream means I get to spend my flight watching 1999 and 2011 Women's World Cup Finals. #throwback #bestflightever,positive
@SouthwestAir what is the status of the bag check area at FFL?,neutral
@SouthwestAir @heavenlychc9 I'd at least enjoy a free cocktail...or two.,positive
@SouthwestAir I agree! RT @9NEWS: One airline is the fly-away favorite at DIA  #9NEWSBusiness http://t.co/o3WlaInImY,positive
@SouthwestAir its flight #218 of that matters to you all. Hell next we all won't get our luggage properly transferred #facepalm #smh,negative
@SouthwestAir your phone service sucks,negative
"@SouthwestAir my flight at BWI is delayed and I will miss my flight in Denver, is there a way to find out if they will hold the plane?",neutral
"@SouthwestAir ""Airport snow removal method #22..""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/7poFSXOjSY",positive
@SouthwestAir are people in an exit row still supposed to give their verbal approvals? I was never asked on the flight I'm on...,negative
@SouthwestAir and now our arrival is delayed nearly 5hours. Yeah an entire day in an airport is not my idea of a stress less vacation #fail,negative
@SouthwestAir oh and now your company has caused us to lose an entire day of our vacation in Cancun. De Boarded waiting for another plane,negative
"@SouthwestAir trying to change my reservation, been on hold for 45 minutes, and can't do it online-was directed to call. Help?",negative
@SouthwestAir My first call got dropped. Waited 15 mins for the second but ran out of time. Will try again Late Flightr. No way to do this online?,negative
"@SouthwestAir Yo, I'm trying to make a change to a reservation but whenever I select the flight it says, ""Unable to price"". Please help!",negative
@SouthwestAir great now we are all de boarding perfectly plane is shot. Fml. Plans are screwed. Thanks for nothing @SouthwestAir,negative
@SouthwestAir Teyana Taylor Performing #MedusaFridays 2.27 Free Till11 http://t.co/qwFMoQ0dQl http://t.co/kbb0B5FxMK #TheMenOfBusiness,neutral
"@SouthwestAir had to let us off the plane bc the toilets done even work! There goes my family vacay to playa del Carmen, Mexico! #neveragain",negative
@SouthwestAir thanks for the apology. Unfortunately i have had one too many bad experiences and will no longer be flying with southwest.,negative
@SouthwestAir I was told by customer service that only customer relations can extend the expiration date of my unused travel funds.,negative
@SouthwestAir @SMiles1307 over two hours now.  Ugh we should all get vouchers this is inexcusable ESP after a pre flight check that was ok.,negative
@SouthwestAir I have a 5:30 flight out of Birmingham tomorrow night. Can I reschedule it for an earlier flight because of the expected snow?,neutral
You have to follow me back so that I can DM @SouthwestAir,neutral
"@SouthwestAir horrible experience, passenger of size was 1/3 in my seat, offered $50 voucher for this by Christine C http://t.co/1xzrK66wVQ",negative
@SouthwestAir 3rd time flying southwest in two years. Have another trip back to mx on October.,neutral
"@SouthwestAir yes, very much so! I was looking forward to using your airlines for future flights but never again.",negative
@SouthwestAir need to learn how to treat people with respect and just a little dignity. #FAIL,negative
"@SouthwestAir Redeem-points packages magically gone by time we finally got through @ 10:01, felt like #baitandswitch",negative
@SouthwestAir done,neutral
@SouthwestAir I think I get a faster response on Twitter than I do when I call...what's up with that?,negative
@SouthwestAir Any idea when the winter advisory will be posted for ATL for tomorrow (2/25)?? I'd rather get to PHL tonight.,neutral
"@SouthwestAir then had to watch the staff check off each passenger on the list TWICE, because the first time they forgot look at IDs. Brutal",negative
"@SouthwestAir was on flight 2373 from CHI-BUF last night, almost 2 hour delay cuz someone got on the plane without a pass - sounds safe. 1/2",negative
@SouthwestAir Thx for your quick response and action! bf will make good use of the voucher #satisfied #happycustomer,positive
@SouthwestAir nothing you can do to help us restore some barely-expired #RapidRewards points?,negative
@SouthwestAir Rapid Rewards program sold me short. #Lasttweetaboutthis but still #disappointed.,negative
@SouthwestAir freezing in the plane,negative
@SouthwestAir where your airline people screwed up our boarding passes on the way back from puerto Vallarta. This is horrible and we are,negative
@SouthwestAir from groupA to group C. We have never got to sit next to each other on any south west flight not even on our honey moon,negative
@SouthwestAir flight to Atlanta getting Cancelled Flightled and then had to re schedule on the phone for over 1.5 hours with a rep this bumping us,negative
@SouthwestAir due to an apparent water issue that checked out fine during the checks my husband and I already had to deal with our first,negative
@SouthwestAir u have a lot of pissed off hungry tired people stuck at midway 4 over 2 hours after scheduled departure. This is inexcusable,negative
@SouthwestAir do you know that your lost baggage portal http://t.co/hUcLXluV5h doesn't work on mobile? It's a 404 http://t.co/O4ZR27Qpcr,negative
"@SouthwestAir if you're going to charge for wifi, do us all a solid and make sure it doesn't take the length of the flight to open a page",negative
"@SouthwestAir your website has now reverted my 1st flight to only a 5-minute delay. But it's changed, so is that reliable information?",negative
@SouthwestAir SWA helps the hotel industry. I always book flights a day before I need to be somewhere as SWA consistent Cancelled Flights/delays.,negative
@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,negative
@SouthwestAir Barzegar charges tourists 700 euros [!] a night for their stay in the tent village he runs. http://t.co/igSVzvrbbN,neutral
@SouthwestAir can you please make sense of the companion promo? How to we set it up?,neutral
@SouthwestAir unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2,neutral
@SouthwestAir live in Atlanta but cant enroll in your Atlanta companion promotion. Error every time. Can you help? Also sent email. Thanks!,neutral
@SouthwestAir frustrating indeed especially when no one knows what the issue is....,negative
@SouthwestAir  on hold with customer service; you may be quicker.  I rebooked trip for a lower fare.  Where did the difference in $ go?,negative
"@SouthwestAir That was Chantilly, Paris, France.",neutral
@SouthwestAir and thx for not responding,negative
@SouthwestAir I booked a flight on my phone and then never got a confirmation email. How would I go about getting that?,negative
@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze,negative
@SouthwestAir how come I'm not getting my points after I buy from the rapid reward shopping site?,negative
@SouthwestAir hey I'm flying from Tampa to Denver today and I want to know if there will be tv's in the seats like @JetBlue,neutral
@SouthwestAir and Carol Thrower are passengers. Fort Lauderdale airport.,neutral
@SouthwestAir mins and no answer. My wife and baby need to get on that flight. She arrived 2 hrs prior. Please help. Venetia Crook,negative
@SouthwestAir my wife and 9 month old might miss flight and next direct is 210 pm. Mother in law been on hold with customer support for 30,negative
@SouthwestAir flight 1614 FLL to ATL. My wife traveling with infant. Line to check baggage 200 people long due to your computer system crash,negative
@SouthwestAir Thanks! Sent a DM to you. Let me know if oyu need any additional information.,positive
"@SouthwestAir Hey, friends. When I phone the A-list number your IVR hangs up on me. Multiple times. Not sure how to proceed?",negative
"@SouthwestAir strives to be 'Customer Centric' in everything they do - communications, advertising, customer journey, etc. #ANAmarketers",positive
"@SouthwestAir LA always has traffic, but this is INSANE. I can't be the only one with this issue on flight 1625",negative
@SouthwestAir INSANE traffic in LA. Trying to call you all to re schedule flight but been on phone for 20 minutes and nothing.,negative
@SouthwestAir Airline trouble &amp; not getting satisfactory customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,neutral
@SouthwestAir hey southwest! Help me find a flight from Nashville - Washington DC or Raleigh for under $150 on March 15 please!,neutral
"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",negative
@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,negative
@SouthwestAir NOR @SpiritAirlines fly to Toronto?!?!? You're killing me smalls.......,negative
@SouthwestAir Thank you!,neutral
@SouthwestAir traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science  #ANAmarketers,neutral
@SouthwestAir Customer Centricity is knowing people #ANAMarketers,positive
"@SouthwestAir I have used you guys for most my travels, but this last experience I will never use southwest again! #worstcustomerservice",negative
@SouthwestAir is America's largest airline by passengers carried! Wonder if this is b/c they have a 'Customer Service Bible' #ANAmarketers,neutral
"@SouthwestAir: #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed",negative
@SouthwestAir ok thank you  i hope  so too,positive
@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.,negative
"@SouthwestAir @intuit @jhamilton2007 4 moms, 4 careers, 1 day trip to LA. #intuitlife #leanin http://t.co/2qJbCv5jzq"" #southwestairlines",positive
@SouthwestAir is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! ❄️,neutral
"@SouthwestAir Switching planes due to mechanical problems.  How does reboarding work? Was A49, now at end of long line.  Stuck in middle?",negative
"@SouthwestAir Why, when I booked via phone after calling the A List preferred #, didn't my KTA get added to the ticket??? Must I use web?",negative
"@SouthwestAir: Tried for VIP Live in The Vineyard but yr site went down, by the time I got in 2 redeem pts those packages gone.",negative
@SouthwestAir An Oscar-worthy entrance into LA. http://t.co/10tmtHVFDC,neutral
"@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper",positive
@SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!,positive
@SouthwestAir @PHLAirport Will Flight 2155 that arrives at E11 be a penguin plane?,neutral
@SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_,positive
@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI,positive
@SouthwestAir why was Southwest only airline to Cancelled Flight all flights from Charleston? Was 7:50pm flight Cancelled Flightation really weather reLate Flightd?,negative
@SouthwestAir #stepup #makeitright re you best? Or just money hungry? #wewillsee,neutral
"@SouthwestAir Thanks for the text, but not exactly timely 8). Data throughout issues today maybe? http://t.co/aaU9MKA6Zy",negative
@SouthwestAir I called the 800 # and the rep there was pleasant but less than helpful! Told me I was SOL. Train them for consistent #CX!,negative
@SouthwestAir 25 year customer but I am 6 3 and those lost 2 or 3 inches really hurt  every time the person in front shifts he raps my knees,negative
"@SouthwestAir- ...was only less than 3500pts, but it helped. Had PartnerRewards incoming, but not fast enough to keep pts from expiring.",neutral
"@SouthwestAir- Wife's RR pts expired a few days ago, were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget...",neutral
@SouthwestAir would be great if I atleast was next to my husband who is flying in the same reservation,negative
@SouthwestAir why is customer relations still not open....in Texas?!,negative
@SouthwestAir Thank you for the tip!,positive
@SouthwestAir   I hate evolved seating. knees in the seat pocket http://t.co/forNpF69Ky,negative
@SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston.,positive
"@SouthwestAir bumped me to preboard on both flights (because I'm fat?) Whatever the reason, thanks!",positive
"@SouthwestAir I ""heart"" Southwest but those commercials aimed to satisfy a nano-smattering of travelers to few destinations.",negative
@SouthwestAir I urgently need two receipts sent but CS is closed. Can you help?,neutral
@SouthwestAir sent,neutral
@SouthwestAir Any ETD for SWA1004 from PHL? Appears delayed but no info available at gate.,negative
@SouthwestAir can you tell me why you Cancelled Flightled the flight vs delay,negative
@SouthwestAir my bday was yesterday and my girl gave birth to my first born and I couldn't get a courtesy flight change from Lynn... THANKS!,negative
^CB how do you know? @SouthwestAir,neutral
"@SouthwestAir no need, I know the status, you Cancelled Flightled instead of delaying the flight.",negative
@SouthwestAir weather where? And at what time Cancelled Flighted? No I can't because meeting was today.,negative
@SouthwestAir the flight isn't that empty.... Is this rude or not? http://t.co/4RL0p5JChB,neutral
@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable,positive
@SouthwestAir when and why was flight 4471 from MSP Cancelled Flighted this AM?,negative
@SouthwestAir I luv y'all but please stop overheating your planes. Second flight in a row that feels like a sauna.,negative
@SouthwestAir I was not the one traveling. I was asking for my sister who was waiting on my nephew in Midland...flight eventually landed,neutral
@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good,positive
@SouthwestAir i have asked Lindsey to call me instead of DM like a schoolgirl but so far no call   Getting tired of typing little notes,negative
@SouthwestAir give us some more clever advertising about #bagsflyfree is that because #badpolicy allows you to #cheatcustomers,negative
@SouthwestAir it's just the principle - it's hard to get mugged &amp; not be upset you took my money &amp; didn't give me anything #wrongiswrong,negative
@SouthwestAir customer service you shouldn't use those words wasted my time and took my money #BadBussiness #Theft http://t.co/63zaQ2lt8f,negative
@SouthwestAir three hour flight to Orlando and no wifi? Uncool. #firstworldproblems,negative
"@SouthwestAir loving the new planes and the lighting, only wish windows were larger. http://t.co/h44uJ63CJG",positive
@SouthwestAir I would like to ask that his bags be picked up at PIT &amp; taken to his hotel by the airport. Will someone contact me,negative
"@SouthwestAir customer service at FLL, BWI,and PIT have been terrible.no one knows where his bags are.his is on a job with no clothes &amp; gear",negative
"@SouthwestAir After multiple attempts, I was finally able to submit them Late Flight last night.",negative
"@SouthwestAir up at 4AM and arrive to find it already Cancelled Flighted. No options so miss my meeting. You might ""know"" but don't show it.",negative
@SouthwestAir it's a new day and a new chance for you to do the right thing it's never too Late Flight to be honest.,neutral
@SouthwestAir darn! I bought it on the wrong device! No way to switch I'm sure?,negative
"@SouthwestAir quick question - i bought wifi for my phone, do I have to buy it again on my tablet? I have 9 hours left on my trip",neutral
@southwestair cool shot of the moon and one of your fleet http://t.co/kl9BAiMES6,positive
"@SouthwestAir Hello SWA, Who is your POC for partnerships with nonprofit organizations in BWI area?",neutral
"@SouthwestAir hey remember that time you lost my husbands bags? I do. 

#filmjobnoequipment 
#nowarmclothes",negative
@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS,positive
@SouthwestAir I love this airline so much! Thanks so much! The service is great! The snacks are amazing! Everything is outstanding thanks!!,positive
@SouthwestAir you need to redeem yourself. I lost respect for you tonight #lostbags #filmjobnoequipment,negative
@SouthwestAir way to fuck up and lose @c_istudios bags. My husband has no warm clothes and no equipment. #youdidit #notcool,negative
"@SouthwestAir you should have assigned seating, because now my cousin &amp; I probably can't sit together on our flight tomorrow.. Thanks.",neutral
@SouthwestAir wifi stays connected about the lifetime of a higgs boson,negative
@SouthwestAir forget wedding fairs. How about discounts for nonprofits? We donate part of our worth every single day,neutral
@SouthwestAir When will your phone agents be able to give the correct departure times for CUN? When can we checkin online for international?,negative
@SouthwestAir making me miss #TheBachelor right now #wah,negative
@SouthwestAir Please lower my plane flight by like $100 bucks!! Thanks~ #FloridaVacation,neutral
@SouthwestAir had a great flight to and from Cabo last week with my family #smoothflight #frequentflyer,positive
@SouthwestAir we can let #bags flutter because we charge travelers that had to change dates #fullprice and we don't let them travel,negative
@SouthwestAir 👏👏👏 on that Late Flightst ad. Makes me happy to be flying you in a few days. #BETHonors,positive
@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!,positive
@SouthwestAir should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2,neutral
@SouthwestAir What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! 👍😊,positive
@SouthwestAir won't let me send a DM because they don't follow me.. #lovedflyingwiththem #notanymore #wrong #badpolicy,negative
@SouthwestAir reference #: 261093929756,neutral
@SouthwestAir your welcome. It was the thoughts of nearly the entire plane.,negative
@SouthwestAir Do you know the reason flight #336 from Dallas to Midland was diverted to Lubbock? Was suppose to be direct to Midland.,neutral
"@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D",positive
@SouthwestAir has become like every other airline #crooked I can't believe they are taking over $500 #shouldwearmasks #shocked,negative
@SouthwestAir here is my conf #F8NEQM. My flight was delayed for 3 hours while my friend waited for me on her bday. Please follow up.,negative
@SouthwestAir Twitter cust svc rule 1 Dont say IF we fell short. I just told u u did! #2 If u cant solve problem don't say anything at all!,negative
"@SouthwestAir disappointed in the 'service' I've received. Checked in online, checked my my flight status online, CHECKED IN AT THE AIRPORT",negative
@SouthwestAir great day in the air. http://t.co/YNc2ZUt4zz,positive
@SouthwestAir thanks!,positive
"@SouthwestAir Thanks for two smooth, safe and fast flights! #Boston #Houston #LUVSWA http://t.co/elhxUV0Uj1",positive
@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest,positive
"See you in ATL! “@SouthwestAir: Congrats to our #DestinationDragons winners! Ready, Atlanta? http://t.co/AY1GIdcfa4 http://t.co/yC7V2s0iOd”",neutral
@SouthwestAir if I am enrolled in the ATL companion pass offer and booked 3 flights already before May 17 when can I start using the pass?,neutral
"@SouthwestAir very disappointed in your customer service right now. definitely not feeling the luv. what's worse, 2nd time this winter.",negative
@SouthwestAir will do - if you follow back I can DM that info,neutral
"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!",positive
@SouthwestAir Kudos to bag handler at DTW gate 21 at 7:10 pm. Ran to keep bags from hitting ground in 9 degree temp! http://t.co/5tXU5tSFkJ,negative
@SouthwestAir crew on flight 206 is awesome! Tell them I sent this tweet and maybe they will give me free wifi... #canthurtasking,positive
@SouthwestAir thankyou :))❤️,positive
@SouthwestAir how much is ur wifi fam,neutral
@SouthwestAir @Imaginedragons I tried. 😔 It's okay,neutral
@SouthwestAir happy to enter your sweepstakes again #nutsaboutsouthwest,positive
@SouthwestAir thanks for the great customer service today! 👍👌,positive
@SouthwestAir is the vinyl part of the prize too?,neutral
@SouthwestAir beyond ready,positive
"@SouthwestAir when I called I was told my bag had made it to PHL, but still has not been delivered or any call from the delivery service",negative
@SouthwestAir Looks like brooding skies out of ONT this evening. http://t.co/X9BLwgWA68,neutral
@SouthwestAir No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip http://t.co/2xJvUn66ZZ,neutral
@SouthwestAir is my favorite airlines. I've never had issues with them. Plus there crew is entertaining.,positive
